object_id,sector,provider_name,timespan_begin,timespan_end,dc_type,dc_subject,metadata_format,view_fields,digitized
22MBKP7UGKMJ3MIGSXD7J2XNYFC6PZZE,Library,Deutsche Nationalbibliothek,2018.0,2018.0,"[""Lyrik""]","[""Deutsche Literatur""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Klassifikation"", ""Erschienen in"", ""ISBN"", ""Standort""]",False
22MHIF4AFURRHLEYOIIKLENJCGLAEOLV,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1954.0,1954.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""Standort""]",True
22MIXYTIA54RAH36T2ICCEKNYHLMSXUD,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,,,"[""Zeichnung""]","[""Zeichnung (Kunst)"", ""Epos"", ""Reineke Fuchs (Figur bei Goethe)"", ""König Nobel (Figur in Goethes Reineke Fuchs)"", ""Reineke Fuchs (Figur bei Goethe)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wer)"", ""Beschriftung"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
22MJ5OBQ226ODW7R25KNT4I22NL2X5J6,Library,Deutsche Nationalbibliothek,1984.0,1984.0,[],[],MARC 21,"[""Weitere Titel"", ""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Sprache"", ""Umfang"", ""Inhaltsverzeichnis"", ""Erschienen in"", ""Standort""]",False
22MN66VZBHW55RDKS4T2IMQNBHXRGUAH,Library,Herzogin Anna Amalia Bibliothek,1815.0,1815.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
22MNQU45DMMFBUW53EXFYQSHTG2U7LTL,Library,Deutsche Nationalbibliothek,1952.0,1952.0,[],[],MARC 21,"[""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Inhaltsverzeichnis"", ""Erschienen in"", ""Standort""]",False
22MT2A5PPEKHBA2RG3X2E4P4AKGL5PY7,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1857.0,,"[""Zeichnung""]","[""Tierdarstellung"", ""Pflanzendarstellung"", ""Naturdarstellung""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
22N4FDDWTOGYJSMIOJFQFCI3ONBQU2SF,Library,Deutsche Nationalbibliothek,2020.0,2020.0,[],"[""Fotografie"", ""Fotografie, Computerkunst"", ""Berlin"", ""Faust, Solveig""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Schlagwort"", ""Klassifikation"", ""DOI"", ""URN"", ""Standort""]",True
22N5Y3OUZ3J6Z3FJTLLXQL4HEKE4VA7Y,Library,Deutsche Nationalbibliothek,1991.0,1991.0,[],[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Erschienen in"", ""ISBN"", ""Standort""]",False
22NNDPTMVTCRZID3NGRZNJMSABGCU4LO,Library,Deutsche Nationalbibliothek,2007.0,2007.0,[],"[""Wissenschaftstransfer"", ""Ausbildungsziel"", ""Qualifikation"", ""Projekt"", ""Erziehung, Schul- und Bildungswesen""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""Klassifikation"", ""URN"", ""Standort""]",True
22NS2FK55AI26SWMZ7AQ2BOZHFDKRR3U,Library,Deutsche Nationalbibliothek,2024.0,2024.0,[],"[""Herzkrankheit"", ""Aortenklappenersatz"", ""Implantation"", ""Transkatheter-Aortenklappenimplantation""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""DOI"", ""URN"", ""Standort""]",True
22NSCQPRAVRN4LZPGB2DLH36CAUTAJHL,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1803.0,1803.0,"[""Dokument""]","[""Fäsi, Johann Kaspar"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
22NTTUJZMP7BAZTYX5JXSEDG2IRA3FIO,Library,Deutsche Nationalbibliothek,2018.0,,"[""Comic""]","[""Ästhetik"", ""Grau, Anna Lena"", ""Grau, Anna Lena"", ""Serra, Richard"", ""Goethe, Johann Wolfgang von""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""Erschienen in"", ""ISBN"", ""Standort""]",False
22O3EKDX2BXFXJEL7A5JLMKV7BSZ7LVX,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1797.0,1797.0,"[""Dokument""]",[],EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Archivalientitel""]",True
22O54HFYVZSFYNEOB7E3TODNWE3MIJY3,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1815.0,1815.0,"[""Dokument""]","[""Meyer, Nikolaus"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Bemerkungen"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
22OB4OJLILX5LVUATME23FMQZDTQFKZG,Library,Deutsche Nationalbibliothek,2015.0,,[],"[""Glaube"", ""Evangelikale Theologie""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Maße"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""ISBN"", ""Standort""]",False
22OGG5XTSNZWCC4L3EXRBBC3UHMTJYAG,Library,Herzogin Anna Amalia Bibliothek,1819.0,1819.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
22PFWAA7RMRWU6CTNOVDE2E3LPXBKRZC,Museum,"Bibliotheca Hertziana, Max-Planck-Institut für Kunstgeschichte Rom. Fotothek",2020.0,2020.0,"[""Zeichnung""]","[""Zeichenkunst""]",LIDO,"[""Objekt Bezeichnung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wann)"", ""Ereignis"", ""(wer)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Klassifikation"", ""Standort"", ""Weitere Nummer(n)""]",True
22PRRIML7O7RFCFNFYTQ6KNZPF6IFCYW,Library,Deutsche Nationalbibliothek,2005.0,2005.0,[],"[""Physik""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Klassifikation"", ""URN"", ""Standort""]",True
22PXL73TFF7YTFHSBH72WAR4ZDQXB6JK,Archive,Landesarchiv Nordrhein-Westfalen. Abteilung Ostwestfalen-Lippe,1984.0,1985.0,[],[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Provenienz"", ""Maße"", ""Urheber"", ""Formalbeschreibung"", ""Archivalientyp""]",False
22R2RDQH6V3JXVE4UAF7AHCCKTYQ4XTB,Library,Deutsche Nationalbibliothek,2022.0,2022.0,[],"[""Maschinelles Lernen"", ""Datenanalyse""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""URN"", ""Standort""]",True
22R4WFYUCWENXNS3SH2BR42EB7WCBW3B,Archive,Landesarchiv Nordrhein-Westfalen. Abteilung Westfalen,1949.0,1949.0,[],[],EAD,"[""Alt-/Vorsignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Provenienz"", ""Maße"", ""Archivalientyp""]",False
22RAIN6NL4SZLHFX37QWIU7RDLDQG2RX,Library,Deutsche Nationalbibliothek,1994.0,1994.0,"[""text""]","[""Wissenschaft""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""ISBN"", ""Standort""]",False
22RD3AYWW3ZZJ6N25VKEJLUTRUENSDYY,Library,Deutsche Nationalbibliothek,,,"[""Hochschulschrift""]","[""Glioblastom"", ""Blutvolumen"", ""Magnetische Resonanz"", ""Perfusion"", ""Diagnostik"", ""Kinderheilkunde"", ""Kinderkrankheit""]",MARC 21,"[""Urheber"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""Standort""]",False
22RYM4HUYOS46WRCZYUQKTPJQ3X76QVO,Monument conservation,Landesamt für Denkmalpflege Hessen,,,"[""Baudenkmal""]",[],LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Klassifikation"", ""Standort""]",True
22S7VIR4LU7G2TY2GKYUUS4IXBRC7L5I,Other,"Bröhan-Museum. Landesmuseum für Jugendstil, Art Deco und Funktionalismus (1889-1939)",,,"[""Zyklus""]",[],LIDO,"[""Objekt Bezeichnung"", ""Objekt Beschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""Ereignis"", ""(wer)"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Würdigung""]",True
22SWT7LS5ITCKXLHODA6HHQHVL65JZE7,Library,Deutsche Nationalbibliothek,,,[],"[""Erziehung, Schul- und Bildungswesen"", ""Biowissenschaften, Biologie""]",MARC 21,"[""Urheber"", ""Sprache"", ""Umfang"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
22T5GXEE5TMK5QKKDDDWLRCXGXYHB5XW,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1951.0,1951.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""Standort""]",True
22TAQYFJUPN7ZX3A2BKEJTUHISXEEMNX,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1948.0,1948.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""Standort""]",True
22TK22HPRD3Z3AGYG6NIAUGBM5VEVW5L,Archive,Stadtarchiv Nürnberg,,,"[""Bestand""]",[],EAD,"[""Bestandssignatur"", ""Kontext"", ""Bestandsbeschreibung"", ""Archivalientyp"", ""Online-Beständeübersicht im Angebot des Archivs""]",False
22TLRLDJDR6STKY3DLIXGNKL5S5GA3RY,Archive,Kreisarchiv Viersen,,,"[""Bilder""]","[""Lobberich""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Enthältvermerke"", ""Provenienz"", ""Material"", ""Archivalientyp"", ""Bemerkungen"", ""Indexbegriffe Ort""]",False
22U2ZWWZ3TKZPP2YEBDGMXIJN3XU37QI,Library,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,1949.0,1949.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Sprache"", ""Förderung""]",True
22U3KABOJRMXHBLWG53UXJNAO2LE2QM5,Archive,Landesarchiv Sachsen-Anhalt,1947.0,1948.0,"[""Akten""]",[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Archivalientyp""]",False
22UBGG2EKT23IN3WFBUDEMSWE3WZLMY5,Other,Ethnologisches Museum,1988.0,1988.0,"[""Audio""]",[],LIDO,"[""Objekt Bezeichnung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Ereignis"", ""(wer)"", ""Standort"", ""Inventarnummer""]",False
22UEDGRST3S4KYV7YPMFDWADVF3VBRQP,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1914.0,1914.0,"[""Druckgraphik""]","[""Erzählung"", ""Prosa"", ""\""Bassompierres Geschichte von der schönen Krämerin\"" (Goethe)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Bezug (was)"", ""Beschriftung"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
22UHWUR3ZWPZYQFMS7BZMS62QW2CCDM7,Archive,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Handschriftenabteilung,1918.0,1918.0,"[""Handschrift (Manuskript)""]","[""Frau"", ""Schatten"", ""\""Die Frau ohne Schatten (Erzählung)\"" (Hugo von Hofmannsthal)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Standort"", ""Inventarnummer"", ""Förderung"", ""Sammlung""]",True
22UV7YOKYYRKTRQA22OQ6BPZI5HA2QHX,Library,AddF - Archiv der deutschen Frauenbewegung. Bibliothek,,,"[""Buch""]","[""Erotik"", ""Sexualität"", ""Borgia, Lucrezia"", ""Elisabeth, Charlotte Orléans Herzogin"", ""Fourment, Helene"", ""Freud, Sigmund"", ""Goethe, Christiane von"", ""Goethe, Johann Wolfgang"", ""Hatzfeldt, Sophie von"", ""Heine, Heinrich"", ""Marie, Antoinette Frankreich Königin"", ""Marie, Madeleine"", ""Montez, Lola"", ""Pompadour, Marquise von"", ""Schiller, Friedrich"", ""Schröder, Sophie""]",Dublin Core,"[""Beteiligte Personen und Organisationen"", ""Erschienen"", ""Umfang"", ""Bezug (Was)"", ""Inventarnummer"", ""Objektbezeichnung""]",False
22VASUHDWW2HA674KRFPGSK44LYZ76ZX,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1829.0,1829.0,"[""Dokument""]","[""Soret, Frédéric"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
22VD6TAU6D7HM2JTHXLX6FSCQ3FYHJRL,Library,Deutsche Nationalbibliothek,2006.0,2006.0,[],[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""ISBN"", ""Standort""]",False
22VMC57HRRKONOSDRNI5H36DJQKL2HR2,Museum,Deutsche Fotothek,,,"[""Kontaktbogen""]","[""Politik"", ""Sitzung"", ""Dresden"", ""Sächsischer Landtag""]",LIDO,"[""Objekt Bezeichnung"", ""Ereignis"", ""(wer)"", ""Bezug (was)"", ""Bezug (wer)"", ""Bezug (wo)"", ""Weitere Nummer(n)"", ""Förderung""]",True
22VQZD77OSLASTNNYGUPZMQ7UYXRVSNA,Library,"Martin-Luther-Universität Halle-Wittenberg, Universitäts- und Landesbibliothek Sachsen-Anhalt",1963.0,1963.0,"[""Abschnitt""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache"", ""Förderung""]",True
22VX2LNUIAO3V5HHPAIMLM3OGDDPE3ZC,Library,Deutsche Nationalbibliothek,2023.0,2023.0,"[""Hochschulschrift""]","[""Sozialwissenschaften, Soziologie, Anthropologie"", ""Geografie, Reisen""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Klassifikation"", ""Standort""]",False
22VXISNTH62O44R2UIJN7NKNHVJYI5EY,Library,Deutsche Nationalbibliothek,,,[],"[""Politik"", ""Erziehung, Schul- und Bildungswesen""]",MARC 21,"[""Sprache"", ""Umfang"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
22W4MLTRL3SPJATEM5HKX7EHPNXZ3FLO,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1800.0,1800.0,"[""Archivale""]","[""Paulmann, Johann Ernst Ludwig"", ""Goethe, Johann Wolfgang (1749-1832)""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution""]",False
22WJRGS6MJUJ7UOCJAKCNDJWDGQPARY2,Archive,Sächsisches Staatsarchiv,1816.0,1868.0,"[""Akten""]",[],EAD,"[""Archivaliensignatur"", ""Alt-/Vorsignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Archivalientyp"", ""Digitalisat im Angebot des Archivs""]",True
22X4L5JOQHIJ46FNMTYLFSS7N6UCZJOU,Museum,Deutsche Fotothek,,,"[""Fotografie""]","[""Stadt"", ""Stadtlandschaft"", ""Institut"", ""Außenansicht"", ""Lehrer"", ""Pädagoge"", ""Unterricht"", ""Sport"", ""Volleyball"", ""Musizierende"", ""Schüler"", ""Frankfurt (Oder)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Ereignis"", ""(wer)"", ""Bezug (was)"", ""Bezug (wo)"", ""Klassifikation"", ""Weitere Nummer(n)""]",True
22XOGU5RRWPESMHKH6N3ARFMOOSFCHJU,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1832.0,1832.0,"[""Dokument""]",[],EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Archivalientitel""]",True
22XPIAFMTGJJOJO7W73KEA3BTQOX4HUB,Archive,Stadtarchiv Mainz,1548.0,1548.0,"[""Urkunden""]","[""Mainz"", ""Mainz <Am Aichelstein"", ""Mainz <Domstift>""]",EAD,"[""Titel der Archivalie (ungekürzt)"", ""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Provenienz"", ""Formalbeschreibung"", ""Archivalientyp"", ""Bemerkungen"", ""Indexbegriffe Ort""]",False
22YJFJ5XE4H4IRMAGPFZHG3XHZO55EXZ,Library,Thüringer Universitäts- und Landesbibliothek Jena,1849.0,1849.0,"[""Aufsatz""]",[],METS,"[""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
22YYCEDLTVYOGFMWBJOOZYPDGXN5DVQM,Library,Deutsche Nationalbibliothek,2020.0,2020.0,"[""Hochschulschrift""]","[""Franchisevertrag"", ""Vorvertragliches Schuldverhältnis"", ""Aufklärungspflicht"", ""Allgemeine Geschäftsbedingungen"", ""Franchisenehmer"", ""Ausgleichsanspruch"", ""Haftung"", ""Rechtsvergleich"", ""Deutschland"", ""China""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""Erschienen in"", ""ISBN"", ""Standort""]",False
22ZEMKXKOEBWBJSYDNBBG2QPBVN76PWY,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1961.0,1961.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""Standort""]",True
22ZFMXZ54CO76Z37OWVJKWHWLWGMJTNP,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1817.0,1817.0,"[""Dokument""]","[""Gries, Johann Diederich"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
22ZPMMAM463EJKYLSOVJI24IHASLLAVJ,Library,Bibliothek für Bildungsgeschichtliche Forschung,1910.0,1910.0,"[""Aufsatz""]",[],METS,"[""Urheber"", ""Dokumenttyp"", ""Erschienen in"", ""Sprache"", ""Anmerkungen"", ""Förderung""]",True
22ZW7DVF35PGP5ECRCUWBDL5RLOHCE4W,Library,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,1820.0,1850.0,"[""Handschrift""]",[],METS,"[""Weitere Titel"", ""Urheber"", ""Dokumenttyp"", ""Ausgabe"", ""Entstanden"", ""Umfang"", ""Reihe"", ""Anmerkungen"", ""PURL"", ""Standort""]",True
22ZWD4M26UEWCLLHOL7WQMI4GEADKK4K,Library,Deutsche Nationalbibliothek,2019.0,2019.0,"[""Hochschulschrift""]","[""Geowissenschaften""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Klassifikation"", ""Standort""]",False
22ZX25CJ3KJDBJNDW3Q6YQRG3JIJZZ5Q,Other,Landesmuseum Württemberg,1999.0,1999.0,"[""Modell""]","[""Modell"", ""Johann Wolfgang von Goethe"", ""Johann Wolfgang von Goethe""]",LIDO,"[""Objekt Bezeichnung"", ""Objekt Beschreibung"", ""Material/Technik"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Ereignis"", ""(wer)"", ""Bezug (was)"", ""Bezug (wer)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
232AHMHZKMDBRSSJGGFB7DKT37DPVNDN,Library,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,1810.0,1810.0,"[""Abschnitt""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Sprache"", ""Förderung""]",True
232P7GSDKEHZP42I2S3DEIEBHEYOXKUJ,Library,Deutsche Nationalbibliothek,2017.0,2017.0,[],"[""Erziehung, Schul- und Bildungswesen""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
2337O4J5AFEGPSEKTRPTSBXTXHJLAOJO,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1814.0,1814.0,"[""Dokument""]","[""Körner, Adam Friedrich Daniel"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
233DHV7UDGDMHL2CVKWC2MTFADMODYVY,Archive,Staatsarchiv Amberg,1508.0,1508.0,"[""Urkunden""]","[""Pressath, Marktfreiheiten"", ""Ludwig V., Kurfürst von der Pfalz""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Formalbeschreibung"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Indexbegriffe Ort""]",False
233TRSHMDB55RFPDRHRRVM76MTHKYE7M,Library,ZBW - Deutsche Zentralbibliothek für Wirtschaftswissenschaften - Leibniz-Informationszentrum Wirtschaft,2023.0,2023.0,"[""Arbeitspapier""]","[""Wirtschaft"", ""Econometric and Statistical Methods: Special Topics: Other"", ""Business Fluctuations; Cycles"", ""Prices, Business Fluctuations, and Cycles: Forecasting and Simulation: Models and Applications"", ""Monetary Policy"", ""Central Banks and Their Policies"", ""monetary policy rules"", ""policy evaluation"", ""model comparison"", ""model uncertainty"", ""frequency domain""]",Dublin Core,"[""Objektbezeichnung"", ""Objektbeschreibung"", ""Klassifikation"", ""Thema"", ""Ereignis"", ""(wer)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""Erschienen in"", ""Sprache"", ""Handle""]",True
233TZ6UD3QIMTMTQUPS3MQJL7K37LBW6,Archive,Hessisches Staatsarchiv Darmstadt,1597.0,1597.0,"[""Urkunde""]",[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Formalbeschreibung"", ""Archivalientyp"", ""Sonstige Erschließungsangaben""]",False
234KX2CHGPQZL7DRSSHSUJT6Q7MUIEUF,Library,Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek,1920.0,1920.0,"[""Aufsatz""]",[],METS,"[""Urheber"", ""Dokumenttyp"", ""Erschienen in"", ""Sprache"", ""Umfang"", ""DOI"", ""Förderung""]",True
234YVBKLKFFSCK6GVWJRVN56CBXTL5TI,Library,Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky,1856.0,1856.0,"[""Abschnitt""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
235EUENDZOD5V7WZMT5H25YLAEJN4YSS,Library,Deutsche Nationalbibliothek,2015.0,2015.0,"[""Hochschulschrift""]","[""Mathematik""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Klassifikation"", ""URN"", ""Standort""]",True
235FUSG72NUABJWC5TOF6U6HX3226RDQ,Library,Deutsche Nationalbibliothek,2015.0,2015.0,"[""Hochschulschrift""]","[""Medizin, Gesundheit""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Klassifikation"", ""Standort""]",False
